-0.699,-0.959539655690702,-0.851,0.152,0.0304256422233673
-0.41,-0.72883552148445,-0.708,0.298,0.0613055902605979
0.003,-0.45207574350189,-0.476,0.479,0.0826107891646952
0.304,-0.0434776832516326,-0.093,0.397,0.0756875588034643
1.43,0.697033308941605,0.408,1.022,0.113969616993896
0.158,-0.722741845998476,-1.205,1.363,0.167507933079916
0.195,-0.321838655947589,-0.459,0.654,0.0999205037730022
74.812,0.84407080137101,-74.938,149.75,20.2609047214921
102,2.27441997295412,-83.562,185.562,15.1859096018817
67.688,-0.587014977391992,-63.25,130.938,15.0333947530494
