Neural Network FScore,Neural Network Recall,Neural Network Precision,Decision Tree FScore,Decision Tree Recall,Decision Tree Precision,SVM FScore,SVM Recall,SVM Precision
0.61628,0.5,0.80303,0.61124,0.4625,0.901,0.62346,0.5,0.82787
