0.625,0.382,-0.148,-0.427,0.318,-0.9,-0.923,-164.5,-98.188,-91.438
-0.725,-0.32,-0.685,-0.854,0.37,-0.793,-0.882,-120.812,-165.125,-109.938
0.64,0.295,0.089,0.012,0.543,-0.99,-0.942,-132.75,-155.875,-62.438
-0.851,-0.708,-0.476,-0.093,0.408,-1.205,-0.459,-74.938,-83.562,-63.25
0.349,-0.425,0.326,-0.722,-1.302,-0.6,-0.863,-138.312,-147.688,-65.188
-0.066,-0.014,-0.62,-0.944,0.526,-0.565,-0.968,-118.438,-158.75,-50.375
-0.696,-0.62,-0.563,-0.956,0.228,-0.914,-1.279,-168.188,-84.688,-83.312
-0.666,-0.616,0.153,0.41,0.695,-0.549,-0.625,-96.812,-53.5,-77.062
-0.631,-0.706,0.078,0.419,0.644,-0.62,-0.508,-95.438,-70.375,-93.562
-0.564,-0.625,0.158,0.551,0.51,-0.764,-0.586,-96.5,-103.688,-123.688
